film_id|category_id|last_update
1|6|2006-02-15 05:07:09
2|11|2006-02-15 05:07:09
3|6|2006-02-15 05:07:09
4|11|2006-02-15 05:07:09
5|8|2006-02-15 05:07:09
6|9|2006-02-15 05:07:09
7|5|2006-02-15 05:07:09
8|11|2006-02-15 05:07:09
9|11|2006-02-15 05:07:09
10|15|2006-02-15 05:07:09
11|9|2006-02-15 05:07:09
12|12|2006-02-15 05:07:09
13|11|2006-02-15 05:07:09
14|4|2006-02-15 05:07:09
15|9|2006-02-15 05:07:09
16|9|2006-02-15 05:07:09
17|12|2006-02-15 05:07:09
18|2|2006-02-15 05:07:09
19|1|2006-02-15 05:07:09
20|12|2006-02-15 05:07:09
21|1|2006-02-15 05:07:09
22|13|2006-02-15 05:07:09
23|2|2006-02-15 05:07:09
24|11|2006-02-15 05:07:09
25|13|2006-02-15 05:07:09
26|14|2006-02-15 05:07:09
27|15|2006-02-15 05:07:09
28|5|2006-02-15 05:07:09
29|1|2006-02-15 05:07:09
30|11|2006-02-15 05:07:09
31|8|2006-02-15 05:07:09
32|13|2006-02-15 05:07:09
33|7|2006-02-15 05:07:09
34|11|2006-02-15 05:07:09
35|11|2006-02-15 05:07:09
36|2|2006-02-15 05:07:09
37|4|2006-02-15 05:07:09
38|1|2006-02-15 05:07:09
39|14|2006-02-15 05:07:09
40|6|2006-02-15 05:07:09
41|16|2006-02-15 05:07:09
42|15|2006-02-15 05:07:09
43|8|2006-02-15 05:07:09
44|14|2006-02-15 05:07:09
45|13|2006-02-15 05:07:09
46|10|2006-02-15 05:07:09
47|9|2006-02-15 05:07:09
48|3|2006-02-15 05:07:09
49|14|2006-02-15 05:07:09
50|8|2006-02-15 05:07:09
51|12|2006-02-15 05:07:09
52|9|2006-02-15 05:07:09
53|8|2006-02-15 05:07:09
54|12|2006-02-15 05:07:09
55|14|2006-02-15 05:07:09
56|1|2006-02-15 05:07:09
57|16|2006-02-15 05:07:09
58|6|2006-02-15 05:07:09
59|3|2006-02-15 05:07:09
60|4|2006-02-15 05:07:09
61|7|2006-02-15 05:07:09
62|6|2006-02-15 05:07:09
63|8|2006-02-15 05:07:09
64|7|2006-02-15 05:07:09
65|11|2006-02-15 05:07:09
66|3|2006-02-15 05:07:09
67|1|2006-02-15 05:07:09
68|3|2006-02-15 05:07:09
69|14|2006-02-15 05:07:09
70|2|2006-02-15 05:07:09
71|8|2006-02-15 05:07:09
72|6|2006-02-15 05:07:09
73|14|2006-02-15 05:07:09
74|12|2006-02-15 05:07:09
75|16|2006-02-15 05:07:09
76|12|2006-02-15 05:07:09
77|13|2006-02-15 05:07:09
78|2|2006-02-15 05:07:09
79|7|2006-02-15 05:07:09
80|8|2006-02-15 05:07:09
81|14|2006-02-15 05:07:09
82|8|2006-02-15 05:07:09
83|8|2006-02-15 05:07:09
84|16|2006-02-15 05:07:09
85|6|2006-02-15 05:07:09
86|12|2006-02-15 05:07:09
87|16|2006-02-15 05:07:09
88|16|2006-02-15 05:07:09
89|2|2006-02-15 05:07:09
90|13|2006-02-15 05:07:09
91|4|2006-02-15 05:07:09
92|11|2006-02-15 05:07:09
93|13|2006-02-15 05:07:09
94|8|2006-02-15 05:07:09
95|13|2006-02-15 05:07:09
96|13|2006-02-15 05:07:09
97|1|2006-02-15 05:07:09
98|7|2006-02-15 05:07:09
99|5|2006-02-15 05:07:09
100|9|2006-02-15 05:07:09
101|6|2006-02-15 05:07:09
102|15|2006-02-15 05:07:09
103|16|2006-02-15 05:07:09
104|9|2006-02-15 05:07:09
105|1|2006-02-15 05:07:09
106|10|2006-02-15 05:07:09
107|7|2006-02-15 05:07:09
108|13|2006-02-15 05:07:09
109|13|2006-02-15 05:07:09
110|3|2006-02-15 05:07:09
111|1|2006-02-15 05:07:09
112|9|2006-02-15 05:07:09
113|15|2006-02-15 05:07:09
114|14|2006-02-15 05:07:09
115|1|2006-02-15 05:07:09
116|4|2006-02-15 05:07:09
117|10|2006-02-15 05:07:09
118|2|2006-02-15 05:07:09
119|5|2006-02-15 05:07:09
120|15|2006-02-15 05:07:09
